Country,Year,TemperatureChange
South Africa,1979,0.31
South Africa,1980,0.235
South Africa,1981,-0.356
South Africa,1982,0.19
South Africa,1983,0.681
South Africa,1984,0.51
South Africa,1985,0.629
South Africa,1986,0.429
South Africa,1987,0.714
South Africa,1988,0.329
South Africa,1989,-0.041
South Africa,1990,0.317
South Africa,1991,0.356
South Africa,1992,0.797
South Africa,1993,0.822
South Africa,1994,0.201
South Africa,1995,0.63
South Africa,1996,-0.143
South Africa,1997,0.244
South Africa,1998,0.842
South Africa,1999,1.103
South Africa,2000,0.287
South Africa,2001,0.535
South Africa,2002,0.53
South Africa,2003,0.942
South Africa,2004,0.962
South Africa,2005,1.131
South Africa,2006,0.429
South Africa,2007,0.815
South Africa,2008,0.698
South Africa,2009,0.723
South Africa,2010,1.187
South Africa,2011,0.471
South Africa,2012,0.624
South Africa,2013,0.738
South Africa,2014,0.814
South Africa,2015,1.3
South Africa,2016,1.57
South Africa,2017,1.14
South Africa,2018,1.04
South Africa,2019,1.926
South Africa,2020,0.96
South Africa,2021,0.816
South Africa,2022,1.098
South Africa,2023,1.121
South Korea,1961,0.635
South Korea,1962,-0.095
South Korea,1963,-0.471
South Korea,1964,0.611
South Korea,1965,-0.178
South Korea,1966,0.099
South Korea,1967,0.167
South Korea,1968,-0.68
South Korea,1969,-0.293
South Korea,1970,-0.496
South Korea,1971,-0.197
South Korea,1972,-0.081
South Korea,1973,0.521
South Korea,1974,-0.803
South Korea,1975,0.576
South Korea,1976,-0.486
South Korea,1977,0.124
South Korea,1978,0.791
South Korea,1979,0.599
South Korea,1980,-0.464
South Korea,1981,-0.765
South Korea,1982,0.424
South Korea,1983,0.457
South Korea,1984,-0.283
South Korea,1985,0.259
South Korea,1986,-0.766
South Korea,1987,0.371
South Korea,1988,0.249
South Korea,1989,0.776
South Korea,1990,1.224
South Korea,1991,0.272
South Korea,1992,0.614
South Korea,1993,0.035
South Korea,1994,1.248
South Korea,1995,0.413
South Korea,1996,-0.026
South Korea,1997,0.728
South Korea,1998,1.482
South Korea,1999,1.063
South Korea,2000,0.446
South Korea,2001,0.918
South Korea,2002,0.667
South Korea,2003,0.641
South Korea,2004,1.218
South Korea,2005,0.947
South Korea,2006,0.533
South Korea,2007,1.306
South Korea,2008,1.004
South Korea,2009,1.002
South Korea,2010,0.54
South Korea,2011,0.347
South Korea,2012,0.43
South Korea,2013,0.538
South Korea,2014,1.024
South Korea,2015,0.973
South Korea,2016,1.652
South Korea,2017,1.462
South Korea,2018,0.964
South Korea,2019,1.521
South Korea,2020,1.498
South Korea,2021,1.694
South Korea,2022,1.546
South Korea,2023,1.648
South Sudan,1961,NaN
South Sudan,1962,NaN
South Sudan,1963,NaN
South Sudan,1964,NaN
South Sudan,1965,NaN
South Sudan,1966,NaN
South Sudan,1967,NaN
South Sudan,1968,NaN
South Sudan,1969,NaN
South Sudan,1970,NaN
South Sudan,1971,NaN
South Sudan,1972,NaN
South Sudan,1973,NaN
South Sudan,1974,NaN
South Sudan,1975,NaN
South Sudan,1976,NaN
South Sudan,1977,NaN
South Sudan,1978,NaN
South Sudan,1979,NaN
South Sudan,1980,NaN
South Sudan,1981,NaN
South Sudan,1982,NaN
South Sudan,1983,NaN
South Sudan,1984,NaN
South Sudan,1985,NaN
South Sudan,1986,NaN
South Sudan,1987,NaN
South Sudan,1988,NaN
South Sudan,1989,NaN
South Sudan,1990,NaN
South Sudan,1991,NaN
South Sudan,1992,NaN
South Sudan,1993,NaN
South Sudan,1994,NaN
South Sudan,1995,NaN
South Sudan,1996,NaN
South Sudan,1997,NaN
South Sudan,1998,NaN
South Sudan,1999,NaN
South Sudan,2000,NaN
South Sudan,2001,NaN
South Sudan,2002,NaN
South Sudan,2003,NaN
South Sudan,2004,NaN
South Sudan,2005,NaN
South Sudan,2006,NaN
South Sudan,2007,NaN
South Sudan,2008,NaN
South Sudan,2009,NaN
South Sudan,2010,NaN
South Sudan,2011,1.506
South Sudan,2012,1.172
South Sudan,2013,1.395
South Sudan,2014,0.946
South Sudan,2015,1.135
South Sudan,2016,1.272
South Sudan,2017,1.252
South Sudan,2018,1.118
South Sudan,2019,0.945
South Sudan,2020,0.536
South Sudan,2021,1.054
South Sudan,2022,0.808
South Sudan,2023,1.351
Spain,1961,0.732
Spain,1962,0.41
Spain,1963,-0.228
Spain,1964,0.486
Spain,1965,-0.193
Spain,1966,0.408
Spain,1967,0.148
Spain,1968,0.085
Spain,1969,-0.294
Spain,1970,0.118
Spain,1971,-0.754
Spain,1972,-0.839
Spain,1973,-0.18
Spain,1974,-0.448
Spain,1975,-0.099
Spain,1976,-0.375
Spain,1977,-0.167
Spain,1978,0.095
Spain,1979,0.27
Spain,1980,0.177
Spain,1981,0.342
Spain,1982,0.709
Spain,1983,0.552
Spain,1984,-0.165
Spain,1985,0.48
Spain,1986,0.253
Spain,1987,0.723
Spain,1988,0.794
Spain,1989,1.04
Spain,1990,1.452
Spain,1991,0.213
Spain,1992,0.305
Spain,1993,-0.06
Spain,1994,1.039
Spain,1995,1.44
Spain,1996,0.713
Spain,1997,1.528
Spain,1998,1.174
Spain,1999,0.791
Spain,2000,0.787
Spain,2001,1.381
Spain,2002,0.79
Spain,2003,1.585
Spain,2004,0.982
Spain,2005,0.864
Spain,2006,1.495
Spain,2007,0.806
Spain,2008,0.846
Spain,2009,1.332
Spain,2010,0.893
Spain,2011,1.599
Spain,2012,1.027
Spain,2013,0.894
Spain,2014,1.589
Spain,2015,1.503
Spain,2016,1.689
Spain,2017,2.003
Spain,2018,1.107
Spain,2019,1.49
Spain,2020,2.037
Spain,2021,1.373
Spain,2022,2.425
Spain,2023,2.574
Sri Lanka,1961,-0.156
Sri Lanka,1962,-0.121
Sri Lanka,1963,-0.054
Sri Lanka,1964,0.064
Sri Lanka,1965,-0.145
Sri Lanka,1966,0.211
Sri Lanka,1967,-0.089
Sri Lanka,1968,-0.073
Sri Lanka,1969,0.225
Sri Lanka,1970,0.122
Sri Lanka,1971,-0.34
Sri Lanka,1972,-0.111
Sri Lanka,1973,0.406
Sri Lanka,1974,-0.244
Sri Lanka,1975,-0.159
Sri Lanka,1976,-0.07
Sri Lanka,1977,0.078
Sri Lanka,1978,0.127
Sri Lanka,1979,0.377
Sri Lanka,1980,0.46
Sri Lanka,1981,0.273
Sri Lanka,1982,0.267
Sri Lanka,1983,0.769
Sri Lanka,1984,0.109
Sri Lanka,1985,0.207
Sri Lanka,1986,0.304
Sri Lanka,1987,0.817
Sri Lanka,1988,0.845
Sri Lanka,1989,0.337
Sri Lanka,1990,0.709
Sri Lanka,1991,0.653
Sri Lanka,1992,0.35
Sri Lanka,1993,0.348
Sri Lanka,1994,0.421
Sri Lanka,1995,0.72
Sri Lanka,1996,0.541
Sri Lanka,1997,0.695
Sri Lanka,1998,1.31
Sri Lanka,1999,0.483
Sri Lanka,2000,0.604
Sri Lanka,2001,0.855
Sri Lanka,2002,1.012
Sri Lanka,2003,0.915
Sri Lanka,2004,0.829
Sri Lanka,2005,0.88
Sri Lanka,2006,0.628
Sri Lanka,2007,0.607
Sri Lanka,2008,0.534
Sri Lanka,2009,0.744
Sri Lanka,2010,1.079
Sri Lanka,2011,0.705
Sri Lanka,2012,0.93
Sri Lanka,2013,0.835
Sri Lanka,2014,0.948
Sri Lanka,2015,0.954
Sri Lanka,2016,1.319
Sri Lanka,2017,1.047
Sri Lanka,2018,0.771
Sri Lanka,2019,1.223
Sri Lanka,2020,1.265
Sri Lanka,2021,0.978
Sri Lanka,2022,0.937
Sri Lanka,2023,1.101
St. Kitts and Nevis,1961,0.065
St. Kitts and Nevis,1962,-0.08
St. Kitts and Nevis,1963,0.183
St. Kitts and Nevis,1964,0.057
St. Kitts and Nevis,1965,-0.441
St. Kitts and Nevis,1966,0.158
St. Kitts and Nevis,1967,-0.136
St. Kitts and Nevis,1968,-0.255
St. Kitts and Nevis,1969,0.309
St. Kitts and Nevis,1970,0.209
St. Kitts and Nevis,1971,-0.185
St. Kitts and Nevis,1972,-0.073
St. Kitts and Nevis,1973,0.31
St. Kitts and Nevis,1974,-0.229
St. Kitts and Nevis,1975,-0.254
St. Kitts and Nevis,1976,-0.284
St. Kitts and Nevis,1977,0.287
St. Kitts and Nevis,1978,0.36
St. Kitts and Nevis,1979,0.321
St. Kitts and Nevis,1980,0.726
St. Kitts and Nevis,1981,0.748
St. Kitts and Nevis,1982,0.41
St. Kitts and Nevis,1983,0.701
St. Kitts and Nevis,1984,0.11
St. Kitts and Nevis,1985,0.111
St. Kitts and Nevis,1986,0.186
St. Kitts and Nevis,1987,0.803
St. Kitts and Nevis,1988,0.561
St. Kitts and Nevis,1989,0.027
St. Kitts and Nevis,1990,0.477
St. Kitts and Nevis,1991,0.575
St. Kitts and Nevis,1992,0.512
St. Kitts and Nevis,1993,0.635
St. Kitts and Nevis,1994,0.607
St. Kitts and Nevis,1995,0.775
St. Kitts and Nevis,1996,0.52
St. Kitts and Nevis,1997,0.734
St. Kitts and Nevis,1998,1.248
St. Kitts and Nevis,1999,0.66
St. Kitts and Nevis,2000,0.499
St. Kitts and Nevis,2001,NaN
St. Kitts and Nevis,2002,0.699
St. Kitts and Nevis,2003,0.977
St. Kitts and Nevis,2004,0.609
St. Kitts and Nevis,2005,1.007
St. Kitts and Nevis,2006,0.75
St. Kitts and Nevis,2007,0.887
St. Kitts and Nevis,2008,0.3
St. Kitts and Nevis,2009,0.521
St. Kitts and Nevis,2010,1.294
St. Kitts and Nevis,2011,0.581
St. Kitts and Nevis,2012,0.684
St. Kitts and Nevis,2013,0.702
St. Kitts and Nevis,2014,0.708
St. Kitts and Nevis,2015,1.002
St. Kitts and Nevis,2016,1.174
St. Kitts and Nevis,2017,0.925
St. Kitts and Nevis,2018,0.788
St. Kitts and Nevis,2019,0.879
St. Kitts and Nevis,2020,1.179
St. Kitts and Nevis,2021,0.879
St. Kitts and Nevis,2022,0.787
St. Kitts and Nevis,2023,1.116
St. Lucia,1961,0.29
St. Lucia,1962,-0.109
St. Lucia,1963,0.261
St. Lucia,1964,-0.081
St. Lucia,1965,-0.336
St. Lucia,1966,0
St. Lucia,1967,-0.224
St. Lucia,1968,-0.315
St. Lucia,1969,0.299
St. Lucia,1970,0.147
St. Lucia,1971,-0.39
St. Lucia,1972,-0.234
St. Lucia,1973,0.074
St. Lucia,1974,-0.392
St. Lucia,1975,-0.465
St. Lucia,1976,-0.305
St. Lucia,1977,0.025
St. Lucia,1978,0.166
St. Lucia,1979,0.16
St. Lucia,1980,0.506
St. Lucia,1981,0.389
St. Lucia,1982,0.081
St. Lucia,1983,0.364
St. Lucia,1984,-0.068
St. Lucia,1985,-0.346
St. Lucia,1986,-0.159
St. Lucia,1987,0.52
St. Lucia,1988,0.415
St. Lucia,1989,-0.05
St. Lucia,1990,0.279
St. Lucia,1991,0.389
St. Lucia,1992,0.33
St. Lucia,1993,0.416
St. Lucia,1994,0.382
St. Lucia,1995,0.625
St. Lucia,1996,0.427
St. Lucia,1997,0.522
St. Lucia,1998,1.19
St. Lucia,1999,0.582
St. Lucia,2000,0.472
St. Lucia,2001,0.619
St. Lucia,2002,0.657
St. Lucia,2003,0.91
St. Lucia,2004,0.554
St. Lucia,2005,1.122
St. Lucia,2006,0.754
St. Lucia,2007,0.717
St. Lucia,2008,0.359
St. Lucia,2009,0.444
St. Lucia,2010,1.206
St. Lucia,2011,0.627
St. Lucia,2012,0.556
St. Lucia,2013,0.786
St. Lucia,2014,0.621
St. Lucia,2015,0.909
St. Lucia,2016,1.032
St. Lucia,2017,1.009
St. Lucia,2018,0.627
St. Lucia,2019,1.007
St. Lucia,2020,1.189
St. Lucia,2021,0.861
St. Lucia,2022,0.67
St. Lucia,2023,1.111
St. Vincent and the Grenadines,1961,0.51
St. Vincent and the Grenadines,1962,-0.301
St. Vincent and the Grenadines,1963,0.363
St. Vincent and the Grenadines,1964,-0.252
St. Vincent and the Grenadines,1965,-0.282
St. Vincent and the Grenadines,1966,-0.005
St. Vincent and the Grenadines,1967,-0.254
St. Vincent and the Grenadines,1968,-0.296
St. Vincent and the Grenadines,1969,0.325
St. Vincent and the Grenadines,1970,0.196
St. Vincent and the Grenadines,1971,-0.52
St. Vincent and the Grenadines,1972,-0.332
St. Vincent and the Grenadines,1973,-0.059
St. Vincent and the Grenadines,1974,-0.567
St. Vincent and the Grenadines,1975,-0.553
St. Vincent and the Grenadines,1976,-0.183
St. Vincent and the Grenadines,1977,-0.113
St. Vincent and the Grenadines,1978,-0.016
St. Vincent and the Grenadines,1979,0.173
St. Vincent and the Grenadines,1980,0.312
St. Vincent and the Grenadines,1981,0.201
St. Vincent and the Grenadines,1982,-0.184
St. Vincent and the Grenadines,1983,0.185
St. Vincent and the Grenadines,1984,-0.166
St. Vincent and the Grenadines,1985,-0.758
St. Vincent and the Grenadines,1986,-0.428
St. Vincent and the Grenadines,1987,0.333
St. Vincent and the Grenadines,1988,0.395
St. Vincent and the Grenadines,1989,-0.24
St. Vincent and the Grenadines,1990,0.157
St. Vincent and the Grenadines,1991,0.32
St. Vincent and the Grenadines,1992,0.312
St. Vincent and the Grenadines,1993,0.363
St. Vincent and the Grenadines,1994,0.33
St. Vincent and the Grenadines,1995,0.609
St. Vincent and the Grenadines,1996,0.33
St. Vincent and the Grenadines,1997,0.482
St. Vincent and the Grenadines,1998,1.165
St. Vincent and the Grenadines,1999,0.551
St. Vincent and the Grenadines,2000,0.523
St. Vincent and the Grenadines,2001,0.665
St. Vincent and the Grenadines,2002,0.502
St. Vincent and the Grenadines,2003,0.866
St. Vincent and the Grenadines,2004,0.328
St. Vincent and the Grenadines,2005,1.153
St. Vincent and the Grenadines,2006,0.632
St. Vincent and the Grenadines,2007,0.563
St. Vincent and the Grenadines,2008,0.418
St. Vincent and the Grenadines,2009,0.349
St. Vincent and the Grenadines,2010,1.146
St. Vincent and the Grenadines,2011,0.625
St. Vincent and the Grenadines,2012,0.465
St. Vincent and the Grenadines,2013,0.823
St. Vincent and the Grenadines,2014,0.665
St. Vincent and the Grenadines,2015,0.816
St. Vincent and the Grenadines,2016,0.767
St. Vincent and the Grenadines,2017,1.175
St. Vincent and the Grenadines,2018,0.565
St. Vincent and the Grenadines,2019,1.084
St. Vincent and the Grenadines,2020,1.284
St. Vincent and the Grenadines,2021,0.837
St. Vincent and the Grenadines,2022,0.594
St. Vincent and the Grenadines,2023,1.156
Sudan,1961,NaN
Sudan,1962,NaN
Sudan,1963,NaN
Sudan,1964,NaN
Sudan,1965,NaN
Sudan,1966,NaN
Sudan,1967,NaN
Sudan,1968,NaN
Sudan,1969,NaN
Sudan,1970,NaN
Sudan,1971,NaN
Sudan,1972,NaN
Sudan,1973,NaN
Sudan,1974,NaN
Sudan,1975,NaN
Sudan,1976,NaN
Sudan,1977,NaN
Sudan,1978,NaN
Sudan,1979,NaN
Sudan,1980,NaN
Sudan,1981,NaN
Sudan,1982,NaN
Sudan,1983,NaN
Sudan,1984,NaN
Sudan,1985,NaN
Sudan,1986,NaN
Sudan,1987,NaN
Sudan,1988,NaN
Sudan,1989,NaN
Sudan,1990,NaN
Sudan,1991,NaN
Sudan,1992,NaN
Sudan,1993,NaN
Sudan,1994,NaN
Sudan,1995,NaN
Sudan,1996,NaN
Sudan,1997,NaN
Sudan,1998,NaN
Sudan,1999,NaN
Sudan,2000,NaN
Sudan,2001,NaN
Sudan,2002,NaN
Sudan,2003,NaN
Sudan,2004,NaN
Sudan,2005,NaN
Sudan,2006,NaN
Sudan,2007,NaN
Sudan,2008,NaN
Sudan,2009,NaN
Sudan,2010,NaN
Sudan,2011,0.837
Sudan,2012,0.956
Sudan,2013,1.127
Sudan,2014,0.891
Sudan,2015,1.445
Sudan,2016,1.13
Sudan,2017,1.177
Sudan,2018,1.172
Sudan,2019,0.809
Sudan,2020,0.397
Sudan,2021,1.16
Sudan,2022,0.68
Sudan,2023,1.615
Suriname,1961,-0.104
Suriname,1962,-0.15
Suriname,1963,-0.085
Suriname,1964,-0.088
Suriname,1965,-0.063
Suriname,1966,0.154
Suriname,1967,-0.238
Suriname,1968,-0.234
Suriname,1969,0.459
Suriname,1970,0.212
Suriname,1971,-0.462
Suriname,1972,-0.025
Suriname,1973,0.128
Suriname,1974,-0.344
Suriname,1975,-0.263
Suriname,1976,0.003
Suriname,1977,0.193
Suriname,1978,0.133
Suriname,1979,0.265
Suriname,1980,0.317
Suriname,1981,0.272
Suriname,1982,0.253
Suriname,1983,0.444
Suriname,1984,-0.255
Suriname,1985,-0.085
Suriname,1986,0.026
Suriname,1987,0.615
Suriname,1988,0.434
Suriname,1989,0.069
Suriname,1990,0.264
Suriname,1991,0.47
Suriname,1992,0.624
Suriname,1993,0.483
Suriname,1994,0.585
Suriname,1995,1.061
Suriname,1996,0.55
Suriname,1997,0.771
Suriname,1998,1.373
Suriname,1999,0.586
Suriname,2000,0.693
Suriname,2001,0.528
Suriname,2002,0.684
Suriname,2003,0.919
Suriname,2004,0.953
Suriname,2005,1.285
Suriname,2006,0.868
Suriname,2007,0.832
Suriname,2008,0.895
Suriname,2009,1.216
Suriname,2010,1.353
Suriname,2011,0.884
Suriname,2012,0.877
Suriname,2013,1.036
Suriname,2014,1.039
Suriname,2015,1.095
Suriname,2016,1.581
Suriname,2017,1.247
Suriname,2018,1.058
Suriname,2019,1.338
Suriname,2020,1.49
Suriname,2021,1.083
Suriname,2022,1.102
Suriname,2023,1.524
Svalbard Jan Mayen Islands,1961,0.565
Svalbard Jan Mayen Islands,1962,-1.364
Svalbard Jan Mayen Islands,1963,-2.244
Svalbard Jan Mayen Islands,1964,-0.505
Svalbard Jan Mayen Islands,1965,-0.16
Svalbard Jan Mayen Islands,1966,-2.357
Svalbard Jan Mayen Islands,1967,-0.135
Svalbard Jan Mayen Islands,1968,-3.251
Svalbard Jan Mayen Islands,1969,-1.74
Svalbard Jan Mayen Islands,1970,-0.19
Svalbard Jan Mayen Islands,1971,-1.309
Svalbard Jan Mayen Islands,1972,2.386
Svalbard Jan Mayen Islands,1973,0.53
Svalbard Jan Mayen Islands,1974,1.596
Svalbard Jan Mayen Islands,1975,0.414
Svalbard Jan Mayen Islands,1976,0.924
Svalbard Jan Mayen Islands,1977,-0.273
Svalbard Jan Mayen Islands,1978,-0.787
Svalbard Jan Mayen Islands,1979,-1.117
Svalbard Jan Mayen Islands,1980,-0.118
Svalbard Jan Mayen Islands,1981,-1.066
Svalbard Jan Mayen Islands,1982,-0.656
Svalbard Jan Mayen Islands,1983,0.046
Svalbard Jan Mayen Islands,1984,1.896
Svalbard Jan Mayen Islands,1985,1.789
Svalbard Jan Mayen Islands,1986,-0.358
Svalbard Jan Mayen Islands,1987,0.2
Svalbard Jan Mayen Islands,1988,-2.108
Svalbard Jan Mayen Islands,1989,-0.769
Svalbard Jan Mayen Islands,1990,1.631
Svalbard Jan Mayen Islands,1991,1.316
Svalbard Jan Mayen Islands,1992,0.957
Svalbard Jan Mayen Islands,1993,0.012
Svalbard Jan Mayen Islands,1994,0.059
Svalbard Jan Mayen Islands,1995,0.472
Svalbard Jan Mayen Islands,1996,1.185
Svalbard Jan Mayen Islands,1997,-0.322
Svalbard Jan Mayen Islands,1998,0.174
Svalbard Jan Mayen Islands,1999,2.067
Svalbard Jan Mayen Islands,2000,1.976
Svalbard Jan Mayen Islands,2001,1.386
Svalbard Jan Mayen Islands,2002,1.617
Svalbard Jan Mayen Islands,2003,0.843
Svalbard Jan Mayen Islands,2004,0.737
Svalbard Jan Mayen Islands,2005,2.446
Svalbard Jan Mayen Islands,2006,3.886
Svalbard Jan Mayen Islands,2007,3.05
Svalbard Jan Mayen Islands,2008,1.84
Svalbard Jan Mayen Islands,2009,1.906
Svalbard Jan Mayen Islands,2010,2.272
Svalbard Jan Mayen Islands,2011,2.105
Svalbard Jan Mayen Islands,2012,3.825
Svalbard Jan Mayen Islands,2013,2.271
Svalbard Jan Mayen Islands,2014,3.382
Svalbard Jan Mayen Islands,2015,3.313
Svalbard Jan Mayen Islands,2016,5.327
Svalbard Jan Mayen Islands,2017,3.335
Svalbard Jan Mayen Islands,2018,4.064
Svalbard Jan Mayen Islands,2019,2.871
Svalbard Jan Mayen Islands,2020,2.002
Svalbard Jan Mayen Islands,2021,3.012
Svalbard Jan Mayen Islands,2022,3.512
Svalbard Jan Mayen Islands,2023,3.578
Swaziland,1961,NaN
Swaziland,1962,NaN
Swaziland,1963,NaN
Swaziland,1964,NaN
Swaziland,1965,NaN
Swaziland,1966,NaN
Swaziland,1967,NaN
Swaziland,1968,NaN
Swaziland,1969,NaN
Swaziland,1970,NaN
Swaziland,1971,NaN
Swaziland,1972,NaN
Swaziland,1973,NaN
Swaziland,1974,NaN
Swaziland,1975,NaN
Swaziland,1976,NaN
Swaziland,1977,NaN
Swaziland,1978,NaN
Swaziland,1979,NaN
Swaziland,1980,NaN
Swaziland,1981,NaN
Swaziland,1982,NaN
Swaziland,1983,NaN
Swaziland,1984,NaN
Swaziland,1985,NaN
Swaziland,1986,NaN
Swaziland,1987,NaN
Swaziland,1988,NaN
Swaziland,1989,NaN
Swaziland,1990,NaN
Swaziland,1991,NaN
Swaziland,1992,NaN
Swaziland,1993,NaN
Swaziland,1994,NaN
Swaziland,1995,NaN
Swaziland,1996,NaN
Swaziland,1997,NaN
Swaziland,1998,NaN
Swaziland,1999,NaN
Swaziland,2000,NaN
Swaziland,2001,NaN
Swaziland,2002,NaN
Swaziland,2003,NaN
Swaziland,2004,NaN
Swaziland,2005,NaN
Swaziland,2006,NaN
Swaziland,2007,NaN
Swaziland,2008,NaN
Swaziland,2009,NaN
Swaziland,2010,NaN
Swaziland,2011,NaN
Swaziland,2012,NaN
Swaziland,2013,NaN
Swaziland,2014,NaN
Swaziland,2015,NaN
Swaziland,2016,NaN
Swaziland,2017,NaN
Swaziland,2018,NaN
Swaziland,2019,NaN
Swaziland,2020,NaN
Swaziland,2021,NaN
Swaziland,2022,NaN
Swaziland,2023,NaN
Sweden,1961,1.556
Sweden,1962,-0.692
Sweden,1963,-0.456
Sweden,1964,0.395
Sweden,1965,-0.222
Sweden,1966,-1.668
Sweden,1967,0.832
Sweden,1968,-0.928
Sweden,1969,-0.205
Sweden,1970,-1.096
Sweden,1971,0.034
Sweden,1972,0.795
Sweden,1973,1.147
Sweden,1974,0.936
Sweden,1975,1.575
Sweden,1976,-0.107
Sweden,1977,-0.465
Sweden,1978,-0.073
Sweden,1979,-1.089
Sweden,1980,-0.566
Sweden,1981,-0.227
Sweden,1982,-0.132
Sweden,1983,0.915
Sweden,1984,0.589
Sweden,1985,-1.026
Sweden,1986,-0.488
Sweden,1987,-1.196
Sweden,1988,0.731
Sweden,1989,2.003
Sweden,1990,1.695
Sweden,1991,1.028
Sweden,1992,1.379
Sweden,1993,0.813
Sweden,1994,0.2
Sweden,1995,1.267
Sweden,1996,-0.156
Sweden,1997,0.989
Sweden,1998,0.567
Sweden,1999,1.369
Sweden,2000,1.726
Sweden,2001,1.072
Sweden,2002,1.569
Sweden,2003,0.913
Sweden,2004,1.2
Sweden,2005,1.824
Sweden,2006,1.486
Sweden,2007,1.939
Sweden,2008,1.957
Sweden,2009,1.438
Sweden,2010,-0.279
Sweden,2011,1.269
Sweden,2012,1.313
Sweden,2013,0.857
Sweden,2014,2.705
Sweden,2015,2.072
Sweden,2016,1.843
Sweden,2017,1.59
Sweden,2018,1.848
Sweden,2019,1.573
Sweden,2020,2.951
Sweden,2021,1.85
Sweden,2022,2.135
Sweden,2023,1.478
Switzerland,1961,0.991
Switzerland,1962,-0.354
Switzerland,1963,-0.867
Switzerland,1964,0.138
Switzerland,1965,-0.788
Switzerland,1966,0.471
Switzerland,1967,0.56
Switzerland,1968,-0.057
Switzerland,1969,-0.076
Switzerland,1970,-0.484
Switzerland,1971,-0.067
Switzerland,1972,-0.061
Switzerland,1973,-0.056
Switzerland,1974,0.091
Switzerland,1975,0.623
Switzerland,1976,0.369
Switzerland,1977,0.173
Switzerland,1978,-0.361
Switzerland,1979,-0.06
Switzerland,1980,-0.192
Switzerland,1981,-0.013
Switzerland,1982,0.581
Switzerland,1983,0.871
Switzerland,1984,-0.327
Switzerland,1985,-0.324
Switzerland,1986,0.244
Switzerland,1987,-0.005
Switzerland,1988,0.92
Switzerland,1989,1.147
Switzerland,1990,1.423
Switzerland,1991,0.334
Switzerland,1992,0.975
Switzerland,1993,0.573
Switzerland,1994,1.871
Switzerland,1995,1.013
Switzerland,1996,0.042
Switzerland,1997,1.076
Switzerland,1998,1.122
Switzerland,1999,0.986
Switzerland,2000,1.429
Switzerland,2001,1.46
Switzerland,2002,1.273
Switzerland,2003,1.865
Switzerland,2004,0.988
Switzerland,2005,0.818
Switzerland,2006,1.102
Switzerland,2007,1.817
Switzerland,2008,1.21
Switzerland,2009,1.38
Switzerland,2010,0.468
Switzerland,2011,1.673
Switzerland,2012,1.516
Switzerland,2013,0.786
Switzerland,2014,2.175
Switzerland,2015,1.979
Switzerland,2016,1.862
Switzerland,2017,1.84
Switzerland,2018,2.347
Switzerland,2019,2.099
Switzerland,2020,2.515
Switzerland,2021,1.204
Switzerland,2022,2.858
Switzerland,2023,2.742
Syria,1961,NaN
Syria,1962,NaN
Syria,1963,NaN
Syria,1964,NaN
Syria,1965,NaN
Syria,1966,NaN
Syria,1967,NaN
Syria,1968,NaN
Syria,1969,NaN
Syria,1970,NaN
Syria,1971,NaN
Syria,1972,NaN
Syria,1973,NaN
Syria,1974,NaN
Syria,1975,NaN
Syria,1976,NaN
Syria,1977,NaN
Syria,1978,NaN
Syria,1979,NaN
Syria,1980,NaN
Syria,1981,NaN
Syria,1982,NaN
Syria,1983,NaN
Syria,1984,NaN
Syria,1985,NaN
Syria,1986,NaN
Syria,1987,NaN
Syria,1988,NaN
Syria,1989,NaN
Syria,1990,NaN
Syria,1991,NaN
Syria,1992,NaN
Syria,1993,NaN
Syria,1994,NaN
Syria,1995,NaN
Syria,1996,NaN
Syria,1997,NaN
Syria,1998,NaN
Syria,1999,NaN
Syria,2000,NaN
Syria,2001,NaN
Syria,2002,NaN
Syria,2003,NaN
Syria,2004,NaN
Syria,2005,NaN
Syria,2006,NaN
Syria,2007,NaN
Syria,2008,NaN
Syria,2009,NaN
Syria,2010,NaN
Syria,2011,NaN
Syria,2012,NaN
Syria,2013,NaN
Syria,2014,NaN
Syria,2015,NaN
Syria,2016,NaN
Syria,2017,NaN
Syria,2018,NaN
Syria,2019,NaN
Syria,2020,NaN
Syria,2021,NaN
Syria,2022,NaN
Syria,2023,NaN
Syria,1961,NaN
Syria,1962,NaN
Syria,1963,NaN
Syria,1964,NaN
Syria,1965,NaN
Syria,1966,NaN
Syria,1967,NaN
Syria,1968,NaN
Syria,1969,NaN
Syria,1970,NaN
Syria,1971,NaN
Syria,1972,NaN
Syria,1973,NaN
Syria,1974,NaN
Syria,1975,NaN
Syria,1976,NaN
Syria,1977,NaN
Syria,1978,NaN
Syria,1979,NaN
Syria,1980,NaN
Syria,1981,NaN
Syria,1982,NaN
Syria,1983,NaN
Syria,1984,NaN
Syria,1985,NaN
Syria,1986,NaN
Syria,1987,NaN
Syria,1988,NaN
Syria,1989,NaN
Syria,1990,NaN
Syria,1991,NaN
Syria,1992,NaN
Syria,1993,NaN
Syria,1994,NaN
Syria,1995,NaN
Syria,1996,NaN
Syria,1997,NaN
Syria,1998,NaN
Syria,1999,NaN
Syria,2000,NaN
Syria,2001,NaN
Syria,2002,NaN
Syria,2003,NaN
Syria,2004,NaN
Syria,2005,NaN
Syria,2006,NaN
Syria,2007,NaN
Syria,2008,NaN
Syria,2009,NaN
Syria,2010,NaN
Syria,2011,NaN
Syria,2012,NaN
Syria,2013,NaN
Syria,2014,NaN
Syria,2015,NaN
Syria,2016,NaN
Syria,2017,NaN
